latitud,longitud,id_syscali01,Latitud:,Longitud:,Río:,Altura,Fecha de Muestreo,Hora de Muestreo,Velocidad media,Caudal,Campaña,Responsable,Conductividad específica (T ref. 25°C) (uS/cm),Oxígeno disuelto (mg/l O2),pH (u pH),Sólidos disueltos totales (mg/l),Sólidos suspendidos totales (mg/l),Sólidos totales (mg/l),Temperatura (C),Calcio disuelto (mg/l Ca),Calcio total (mg/l Ca),Dureza total (mg/l CaCO3),Magnesio disuelto (mg/l Mg),Magnesio total (mg/l Mg),Potasio disuelto (mg/l K),Potasio total (mg/l K),Sodio disuelto (mg/l Na),Sodio total (mg/l Na),Demanda bioquímica de oxígeno (mg/l O2),Demanda química de oxígeno (mg/l O2),Arsenico disuelto (ug/l As),Arsenico total (ug/l As),Cadmio disuelto (ug/l Cd),Cadmio total (ug/l Cd),Cobre disuelto (ug/l Cu),Cobre total (ug/l Cu),Cromo disuelto (ug/l Cr),Cromo total (ug/l Cr),Hierro disuelto (ug/l Fe),Hierro total (ug/l Fe),Manganeso disuelto (ug/l Mn),Manganeso total (ug/l Mn),Mercurio disuelto (ug/l Hg),Mercurio total (ug/l Hg),Niquel disuelto (ug/l Ni),Niquel total (ug/l Ni),Plata disuelto (ug/l Ag),Plata total (ug/l Ag),Plomo disuelto (ug/l Pb),Plomo total (ug/l Pb),Zinc disuelto (ug/l Zn),Zinc total (ug/l Zn),Arsenico suspensión (mg/kg As),Cadmio suspensión (mg/kg Cd),Cobre suspensión (mg/kg Cu),Cromo suspensión (mg/kg Cr),Hierro suspensión (mg/kg Fe),Manganeso suspensión (mg/kg Mn),Niquel suspensión (mg/kg Ni),Plomo suspensión (mg/kg Pb),Zinc en suspensión (mg/kg Zn),Turbiedad (UNT),Plata suspensión (mg/kg Ag),Mercurio suspensión (mg/kg Hg),pH (mV) (mV),Salinidad (Sal),Saturación de oxígeno (%),Alcalinidad total (mg/l CaCO3),Cloruros (mg/l Cl -),Sulfatos (mg/l SO4=),Fósforo disuelto (mg/l PO4),Fósforo total (mg/l PO4),Nitrato (mg/l NO3),Nitrito (mg/l NO2),Nitrógeno amoniacal (mg/l NH4),Nitrógeno total Kjeldahl (mg/l N),Carbono organico disuelto (mg/l),Coliformes fecales (en NMP) (NMP/100 ml),Coliformes totales (en NMP) (NMP/100 ml),Cianuros libre (mg/l CN-),Fenoles (mg/l C6H6O),Sulfuros (mg/l S=),Aerobios mesófilos totales (en UFC) (UFC/100 ml),Coliformes fecales (en UFC) (UFC/100 ml),Coliformes totales (en UFC) (UFC/100 ml),Cianuros libre (CN-),Sulfuros (S=),Cianuros (mg/l CN-),Color (u PtCo),Boro disuelto (ug/l B),Boro total (ug/l B),Selenio disuelto (ug/l Se),Selenio total (ug/l Se),Hidrocarburos totales (mg/l),Boro suspensión (mg/kg B),Selenio suspensión (mg/kg Se),Cobre total (Cu),Cromo disuelto (Cr),Cromo total (Cr),Hierro disuelto (Fe),Hierro total (Fe),Manganeso disuelto (Mn),Manganeso total (Mn),Mercurio disuelto (Hg),Mercurio total (Hg),Niquel disuelto (Ni),Niquel total (Ni),Plata disuelto (Ag),Plata total (Ag),Plomo disuelto (Pb),Plomo total (Pb),Selenio disuelto (Se),Selenio total (Se),Zinc disuelto (Zn),Zinc total (Zn),Fenoles (C6H6O),Aerobios mesófilos totales (en UFC) (UFC/ml),Hidrocarburos totales (),Cadmio total (Cd),Cobre disuelto (Cu),Fósforo total (PO4),Arsenico total (As),Boro disuelto (B),Boro total (B),Cadmio disuelto (Cd),Demanda bioquímica de oxígeno (O2),Demanda química de oxígeno (O2),Arsenico disuelto (As),Magnesio total (Mg),Potasio disuelto (K),Sodio disuelto (Na),Sulfatos (SO4=),Nitrato (NO3),Nitrito (NO2),Nitrógeno amoniacal (NH4),Fósforo disuelto (PO4),Alcalinidad Fenolftaleina (mg/l CaCO3),Turbiedad (NTU),Bismuto disuelto (ug/l Bi),Bismuto total (ug/l Bi),Talio disuelto (ug/l Tl),Talio total (ug/l Tl),Bismuto suspensión (mg/kg Bi),Talio en suspensión (mg/kg Tl),Presión Parcial (mm Hg),Resistividad (Ohm.cm),Bismuto total (Bi),Talio disuelto (Tl),Talio total (Tl),Bismuto disuelto (Bi),Aerobios mesófilos totales (en NMP) (NMP/100 ml),Cianuros (CN-),Coliformes totales (en UFC) (),Coliformes totales (en NMP) (),Alcalinidad total (CaCO3),Dureza total (CaCO3),Magnesio disuelto (Mg),Potasio total (K),Sodio total (Na),Nitrógeno total Kjeldahl (N),Aerobios mesófilos totales (en UFC) (),Coliformes fecales (en NMP) (),Coliformes fecales (en UFC) (),pH en laboratorio (u pH),Sólidos sedimentables (ml/l),Calcio disuelto (Ca),Calcio total (Ca),Cloruros (Cl -),Carbono orgánico total (mg/l)
-22.378,-62.5184,356,"22º 22' 40.7""","62º 31' 06.4"" ",Pilcomayo,0 msnm ,28-11-2011,16:30 Hs,SIN DATOS,SIN DATOS,Noviembre 2011, Unidad de Monitoreo y Centro de Datos,1104,,8.07,1146,4248,5444,33,85,,357,34.8,,10,,110,,2,12,3,28,< 0.05,2,2,93,< 0.1,95,529,97278,2,2827,< 0.04,0.29,3,118,< 0.05,< 1,< 0.1,95,8,423,5.89,0.47,21.42,22.36,22775.19,665.02,27.07,20.01,97.69,> 1100,,0.07,-88,0.3,,119,116,310,,0.64,9,< 0.03,0.3,,,,,,< 0.02,,,,,,,,28,366,554,< 1,< 1,2,44.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.6637,-62.1991,357,22 39 49.4,62 11 56.8 ,La Estrella,0 msnm ,29-11-2011,13:45 Hs,SIN DATOS,SIN DATOS,Noviembre 2011, Unidad de Monitoreo y Centro de Datos,1173,,7.99,966,2786,3802,34.4,85,,341,31,,11,,136,,2,19,3,30,< 0.05,2,2,138,< 0.1,92,550,88925,6,2351,< 0.04,0.304,3,97,< 0.05,< 1,< 0.1,92,8,306,9.69,0.72,48.82,33.02,31721.11,841.71,33.74,29.07,106.96,,,0.11,-84,0.4,,127,126,334,,1.53,11,< 0.03,0.24,,,430,2400,,< 0.02,,,,,,,,2,400,645,< 1,< 1,2,87.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.7483,-58.8331,358,24 44 54.0,58 49 59.1 ,Pilcomayo,0 msnm ,25-10-2011,12:10 Hs,SIN DATOS,SIN DATOS,Octubre 2011, Unidad de Monitoreo y Centro de Datos,45700,5.39,8.57,58675.2,10.8,58686,27.3,754.78,754.8,4998,756.6,756.6,18.13,19.63,8897.86,10499.1,10.8,1116.28,13,25,< 1,< 1,5,14,,,,,,,,,,,,,,,,,1111.11,,833.33,1018.52,,4444.44,1296.30,,4722.22,2.6,,,-117,29.7,66.5,559.35,11496.4,13552,2.14,2.69,< 0.04,< 0.005,0.02,0.194,,,,,,,,100,600,,< 0.001,,60,1466,7809,,,,587314.81,5925.93,,< 1,11,1485,1478,11,59,< 0.04,< 0.1,< 1,14,< 1,< 1,< 1,2,7,71,29,80,< 0.001,,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.2642,-57.7244,359,25 15 51.3,57 43 27.8 ,Pilcomayo,17 msnm ,24-10-2011,12:40 Hs,SIN DATOS,SIN DATOS,Octubre 2011, Unidad de Monitoreo y Centro de Datos,247,3.42,6.81,166.7,7.3,174,30,7.73,7.75,31.6,2.96,2.97,3.44,3.58,30.87,30.9,5.4,97.28,< 1,4,< 1,< 1,3,41,< 1,11,540,1785,60,79,< 0.04,< 0.1,< 1,10,< 1,< 1,< 1,22,4,28,547.95,,5205.48,1506.85,170547.95,2602.74,1369.86,2542.47,3287.67,11.3,,,-13,0,46.3,33.66,39.99,43.3,0.17,0.36,0.06,0.02,0.07,0.176,,,,,< 0.001,< 0.001,,1060,6400,,,,200,49,74,< 1,< 1,< 0.05,3424.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.7878,-58.0214,360,25 47 16.0,58 1 17.2 ,Montelindo,0 msnm ,24-10-2011,09:10 Hs,SIN DATOS,SIN DATOS,Octubre 2011, Unidad de Monitoreo y Centro de Datos,5800,5.59,8.15,4094.3,25.7,4120,28.1,132.5,132.6,678.3,84.33,84.34,7.6,7.79,1018.2,1024.95,4.5,217.9,3,11,< 1,< 1,2,11,< 1,11,386,1789,45,430,< 0.04,< 0.1,< 1,15,< 1,< 1,< 1,9,7,26,311.28,,350.19,428.02,54591.44,14980.54,583.66,54.47,739.30,36.7,,,-93,3.1,71.6,265.32,1099.7,2177.5,1.58,2.36,< 0.04,0.008,0.05,0.312,,,,,< 0.001,< 0.001,,220,1200,,,,120,890,1769,5,< 1,0.49,34202.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.2654,-57.7288,361,25 15 55.4,57 43 43.7 ,Porteño,65 msnm ,24-10-2011,11:25 Hs,SIN DATOS,SIN DATOS,Octubre 2011, Unidad de Monitoreo y Centro de Datos,519,3.08,7.15,347.9,10.1,358,29.2,21.22,21.22,78.54,6.19,6.2,4.68,4.68,66.7,66.71,5.4,118.84,< 1,,,,,,,,,,,,,,,,,,,,,,594.06,,,891.09,156831.68,4752.48,1089.11,427.72,396.04,21.2,,,-33,0,40.1,78.21,69.98,88.17,0.34,0.71,0.33,0.052,0.21,0.299,,,,,,,,480,5200,,< 0.001,,200,,,,,,5247.52,,4,< 1,9,570,2154,302,350,< 0.04,< 0.1,< 1,11,< 1,< 1,< 1,9,< 1,< 1,8,12,< 0.001,,0.94,< 1,6,,6,117,170,< 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.1076,-57.5472,362,25 06 27.4,57 32 50.1 ,Confuso,0 msnm ,27-10-2011,14:20 Hs,SIN DATOS,SIN DATOS,Octubre 2011, Unidad de Monitoreo y Centro de Datos,263,3.16,6.62,208.1,1.9,210,26.2,6.52,6.53,25.5,2.23,2.23,4.7,5.02,38,38.2,7.8,101.17,< 1,5,< 1,< 1,4,5,< 1,13,748,3107,95,117,< 0.04,< 0.1,< 1,10,< 1,< 1,2,8,4,18,2631.58,,526.32,6842.11,1241578.95,11578.95,5263.16,1736.84,7368.42,36.8,,,-1,0,38.4,24.5,54.98,9.05,0.23,0.49,0.59,0.041,0.03,0.155,,,,,< 0.001,< 0.001,,1280,4000,,,,200,41,54,2,< 1,< 0.05,6842.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.5691,-60.5221,363,23 34 08.7,60 31 19.7 ,Pilcomayo,152 msnm ,12-10-2011,10:20 Hs,SIN DATOS,SIN DATOS,Octubre 2011, Unidad de Monitoreo y Centro de Datos,1909,3.6,7.49,1293,21,1314,26.8,153,153.52,646.4,63.78,63.86,12.97,12.99,230.4,230.48,2.2,41.51,5,4,< 0.05,< 1,< 1,3,< 0.1,8,586,782,134,114,< 0.04,< 0.1,4,16,< 0.05,< 1,< 0.1,16,6,12,,,142.86,380.95,9333.33,,571.43,144.29,285.71,33.3,,,-53,0.8,48.1,187.86,299.91,357.12,0.27,0.55,0.05,0.028,0.11,0.132,,,,,< 0.001,< 0.001,,100,20800,,,,30,911,563,1,< 1,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.5846,-65.7933,364,"19º 35' 4.7""","65º 47' 35.9"" ",Jayajmayu,0 msnm ,16-11-2011,12:15 Hs,SIN DATOS,SIN DATOS,Noviembre 2011, Unidad de Monitoreo y Centro de Datos,5120,3.68,2.61,9012,285,9297,25,73.73,73.73,,45.85,46.34,0.4,0.4,57.2,57.8,< 5,< 2,3928,12343,1834,4422,5390,16703,21,64,151337,521819,7952,24497,< 0.04,< 0.1,204,552,3,20,22,319,269320,785939,29526.32,9080.70,39694.74,150.88,1299936.84,58052.63,1221.05,1117.89,1812698.25,,59.65,,236,2.7,68,< 5,337.5,1171.3,11.38,11.38,2.29,< 0.02,21.39,7,< 2,,,< 0.002,,< 0.001,,,,,,,348,527,2051,32,64,,5347.37,112.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.5845,-65.7933,365,"19º 35' 4.24""","65º 47' 35.7"" ",Dique Colas San Antonio,0 msnm ,16-11-2011,11:55 Hs,SIN DATOS,SIN DATOS,Noviembre 2011, Unidad de Monitoreo y Centro de Datos,1912,4.2,10.85,1868,105,1973,23.3,346.49,347.42,,7.4,8.39,22.4,22.7,42.4,43.5,59,67,16,68,< 0.05,3,8,81,< 0.1,9,2547,5677,< 1,1316,< 0.04,< 0.1,16,20,< 0.05,1,12,605,24,3706,495.24,28.57,695.24,85.71,29809.52,12533.33,38.10,5548.57,35066.67,,9.52,,-249,0.8,75.9,50,33.8,733.4,0.03,0.06,2.98,7.7,13.11,4.2,25,,,< 0.002,,< 0.001,,,,,,,24,66,26060,2,< 1,,247561.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.4087,-60.3341,366,"24º 24' 31.4""","60º 20' 2.9"" ",La Estrella,0 msnm ,18-12-2011,14:45 Hs,SIN DATOS,SIN DATOS,Diciembre 2011, Unidad de Monitoreo y Centro de Datos,680,4.81,7.47,430,8,448,28.4,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,-55,0.1,64.2,,,,,11.22,,,,,,< 30,11000,,< 0.02,,,,,,,,,,,,,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.6019,-65.7344,393,19 36 7.4,65 44 4.5 ,De la Ribera,618 msnm ,15-02-2012,08:50 Hs,SIN DATOS,SIN DATOS,Febrero 2012, Unidad de Monitoreo y Centro de Datos,202,4.78,7.25,194,< 1,194,12.1,21.49,21.53,65.1,2.61,2.75,3.8,7.5,10.4,14.9,7,10,13,5,1,1,3,4,< 0.1,7,90,368,6,13,0.096,0.202,< 1,< 1,0.1,< 1,0.1,8,77,109,,0.00,1000.00,7000.00,278000.00,7000.00,,4200.00,32000.00,1.34,,100.00,-28,0,75.2,50,9.8,42.9,0.15,0.15,< 0.01,< 0.02,0.06,4.2,9,,,< 0.002,,< 0.001,0,0,2,,,,8,174,176,< 1,< 1,,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.4869,-65.6175,394,20 29 13.5,65 37 3.9 ,Tumusla,738.3 msnm ,14-02-2012,18:00 Hs,SIN DATOS,SIN DATOS,Febrero 2012, Unidad de Monitoreo y Centro de Datos,474,5.12,7.98,426,26428,26854,19.1,30.7,31.21,137.3,14.72,19.97,3.3,5,29.9,38.4,14,17,< 1,96,< 0.05,10,< 1,271,< 0.1,191,139,274174,14,5990,< 0.04,1.463,< 1,315,< 0.05,1,< 0.1,325,3,1950,3.63,0.38,10.25,7.23,10369.12,226.12,11.92,12.17,73.67,> 1100,0.04,0.06,-72,0,76,25,25.9,106.2,0.06,0.89,< 0.01,< 0.02,0.14,7,11,,,< 0.002,,< 0.001,0,15,421,,,,33,639,923,< 1,< 1,,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.8208,-65.6658,395,20 49 15.4,65 39 57.4 ,Cotagaita,729.7 msnm ,14-02-2012,16:10 Hs,SIN DATOS,SIN DATOS,Febrero 2012, Unidad de Monitoreo y Centro de Datos,932,4.54,6.7,848,11814,12662,20.5,58.8,59.85,372.2,54.73,61.61,5.7,7.3,31.7,43.6,< 5,7,3,599,0.4,6,< 1,400,< 0.1,140,237,252330,620,3568,< 0.04,1.045,34,291,< 0.05,3,< 0.1,329,16,976,50.45,0.47,33.86,11.85,21338.50,249.53,21.75,27.37,81.26,> 1100,0.25,0.09,3,0.2,70,10,32.2,479.1,0.09,1.07,0.58,< 0.02,0.13,7,8,,,< 0.002,,< 0.001,0,8,132,,,,6,923,1335,< 1,< 1,,34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.7422,-65.2403,396,20 44 32.5,65 14 25.5 ,Tumusla,775.4 msnm ,27-02-2012,08:45 Hs,1.406 m/s,78 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,725,5.65,9.05,460,3875,4695,18.4,48.91,57.36,312.26,40.62,44.27,6.99,8.78,46.3,60.24,< 1,92.5,4,118,< 0.05,4,< 1,175,< 0.1,82,182,157410,51,2221,< 0.04,0.318,,132,,,,,,,29.42,1.03,45.16,21.16,40574.97,560.00,33.55,35.62,253.42,> 1100,0.26,0.08,-133,0.1,82.1,85.76,25.45,266.6,< 0.03,< 0.03,5.89,0.07,0.26,0.33,,8000,11000,,,,,,,,< 1,,< 2,812,1037,,,,58.06,,,,,,,,,,,2,,< 0.05,1,< 0.1,145,< 1,< 1,4,986,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.5781,-65.8031,397,19 34 41.5,65 48 11.7 ,Aljamayu,653.6 msnm ,15-02-2012,13:25 Hs,1.029 m/s,2 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,832,4.15,5.76,684,736,1420,16.1,44.87,45.12,181.2,12.97,16.64,10.9,15.2,35.5,41,35,40,18,597,155,155,196,723,< 0.1,15,12060,47342,1739,2894,0.061,0.382,27,34,0.1,3,0.5,112,23180,35417,786.68,0.00,716.03,20.38,47937.50,1569.29,9.51,137.36,16626.36,448,3.94,0.43,58,0.2,66.6,5,47.3,301.1,0.12,1.32,128.19,1.12,14.75,9.8,17,,,< 0.002,,< 0.001,1,0,2,,,,24,387,442,1,< 1,,74.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.4717,-65.7933,398,"19° 28' 18.6""","65° 47' 36.6"" ",Tarapaya,677.8 msnm ,15-02-2012,14:45 Hs,1.631 m/s,11 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,329,4.91,6.63,270,1706,1976,16.2,30.82,30.82,103.9,5.76,6.54,3,4,12.9,15.3,10,14,5,184,20,28,6,131,< 0.1,27,385,34718,484,1182,< 0.04,0.24,5,17,< 0.05,3,< 0.1,114,3078,6379,104.92,4.69,73.27,15.83,20124.85,409.14,7.03,65.06,1934.94,849,1.76,0.14,7,0,76.5,15,18.2,94,0.06,0.06,2.21,0.07,0.39,5.6,10,,,< 0.002,,< 0.001,0,1,18,,,,22,220,252,< 1,< 1,,18.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.3581,-65.1725,399,"19° 21' 29.9""","65° 10' 21.7"" ",Pilcomayo,779.4 msnm ,16-02-2012,11:20 Hs,SIN DATOS,SIN DATOS,Febrero 2012, Unidad de Monitoreo y Centro de Datos,307,5.26,7.91,312,24202,24514,19.7,24.83,24.91,115.4,10.74,12.91,3,4.4,20,24.8,7,10,< 1,130,< 0.05,6,< 1,232,< 0.1,145,102,245471,5,5710,< 0.04,1.006,< 1,237,< 0.05,2,< 0.1,214,6,1156,5.37,0.25,9.59,5.99,10138.38,235.72,9.79,8.72,47.52,> 1100,0.08,0.04,-67,0,23.7,70,27.4,51.1,0.03,0.06,0.81,< 0.02,0.1,8.4,9,,,< 0.002,,< 0.001,0,13,385,,,,34,177,306,< 1,< 1,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.5097,-65.6994,400,21 30 35.2,65 41 58.6 ,Tupiza,742.8 msnm ,14-02-2012,12:00 Hs,1.406 m/s,7 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,913,4.65,8,762,4821,5583,21.6,60.88,65,340.4,43.25,51.12,5.2,5.2,38.9,48,< 5,9,< 1,48,0.2,6,< 1,96,< 0.1,56,266,102022,21,1518,< 0.04,0.459,1,76,< 0.05,2,< 0.1,220,11,1179,9.96,1.20,19.91,11.62,21106.82,310.52,15.56,44.56,242.27,> 1100,0.41,0.10,-73,0.2,75,80,49.7,203.9,0.09,0.31,1.86,< 0.02,0.01,7,8,,,< 0.002,,< 0.001,0,10,258,,,,8,1353,1764,< 1,< 1,,85.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.5461,-66.3503,401,22 32 46.4,66 21 1.9 ,Orosmayo,635.5 msnm ,13-02-2012,14:20 Hs,SIN DATOS,SIN DATOS,Febrero 2012, Unidad de Monitoreo y Centro de Datos,636,4.57,4.38,496,1483,1979,17.5,27.33,28.63,91.9,5.76,7.99,6.1,6.7,33,39,10,14,3,366,220,216,184,350,0.8,43,12389,78074,1024,2085,< 0.04,0.069,88,131,< 0.05,9,1,68,12865,19950,244.77,,111.94,28.46,44291.98,715.44,29.00,41.74,4777.48,649.7,6.07,0.05,138,0.1,77.8,< 5,60,207.9,0.21,0.4,< 0.01,< 0.02,0.1,4.2,10,,,< 0.002,,< 0.001,0,3,58,,,,4,1860,3818,1,< 1,,1320.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.5611,-65.6478,402,21 33 40.5,65 38 52.3 ,San Juan del Oro,732.2 msnm ,14-02-2012,10:20 Hs,2.201 m/s,69 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,452,5.15,7.93,432,16661,17093,16.7,42.68,42.78,153.8,11.4,12.97,4.4,4.5,30.2,31.9,8,11,3,206,< 0.05,26,< 1,280,< 0.1,271,159,260628,4,4780,< 0.04,0.489,< 1,330,< 0.05,3,< 0.1,295,4,1924,12.18,1.56,16.81,16.27,15633.46,286.66,19.81,17.44,115.24,> 1100,0.18,0.03,-68,0,77.2,75,27.4,124.5,0.15,0.55,< 0.01,< 0.02,0.13,5.6,9,,,< 0.002,,< 0.001,0,18,359,,,,25,1430,2067,< 1,< 1,,38.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.0975,-65.5858,403,22 5 51,65 35 9.1 ,La Quiaca, msnm ,14-02-2012,06:30 Hs,0.961 m/s,1 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,308,4.89,7.93,244,414,658,12.3,22.87,24.71,103.2,10.09,10.61,2.7,2.8,21.6,22.2,< 5,9,4,< 1,0.2,< 1,< 1,8,0.1,16,100,10886,5,127,< 0.04,< 0.04,< 1,< 1,< 0.05,< 1,0.3,7,16,41,,,19.32,38.41,26053.14,294.69,,10.39,60.39,314,,,-67,0,70.4,45,22.3,55.1,0.58,0.74,3.61,< 0.02,0.12,5.6,8,,,< 0.002,,< 0.001,4,12,208,,,,24,478,492,< 1,< 1,,33.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2394,-65.2089,404,21 14 22.1,65 12 32.8 ,San Juan del Oro,781 msnm ,27-02-2012,12:50 Hs,1.394 m/s,131 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,595,5.2,8.03,355,5665,6350,21.1,62.18,74.62,228.23,14.59,16.05,7.15,7.31,42.73,45.9,< 1,136.5,2,135,< 0.05,17,< 1,249,0.1,235,209,247176,4,3904,< 0.04,0.331,< 1,286,< 0.05,3,0.1,377,3,1682,23.48,3.00,43.95,41.47,43595.23,688.44,50.49,65.29,296.38,> 1100,0.53,0.06,-75,0,80.4,98.43,31.61,175.55,0.15,0.28,4.91,0.07,0.26,0.59,,11000,17000,,,< 1,,,,,,,3,1767,2190,< 1,< 1,,74.67,,,,,,,,,,,,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.1517,-64.2347,405,21 9 6,64 14 5.0 ,Pilaya,780.2 msnm ,28-02-2012,08:15 Hs,1.149 m/s,270 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,499,5.88,8.01,360,3455,4140,21.9,41.19,50.66,201.38,20.5,23.57,5.52,6.57,46.28,58.3,< 1,112,3,112,< 0.05,9,< 1,190,< 0.1,157,153,190112,1,3357,< 0.04,0.403,< 1,203,< 0.05,2,0.1,248,,,31.55,2.60,54.99,45.44,54980.90,971.35,58.76,70.18,331.11,> 1100,0.58,0.12,-74,0,75.2,77.55,19.31,168.35,< 0.03,0.12,5.36,0.03,0.26,0.59,,7000,9000,,,,,,,,< 1,,7,867,1149,< 1,< 1,,81.62,,,,,,,,,,,,,,,,,,,2,1146,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.9142,-64.1106,406,20 54 51.1,64 6 38.3 ,Pilcomayo,842.2 msnm ,28-02-2012,16:55 Hs,2.414 m/s,1240 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,398,5.19,8.12,295,4310,4825,26.8,31.09,37.18,155.73,15.72,17.13,4.79,22.69,32.36,35.35,< 1,194.5,2,26,< 0.05,4,1,86,0.3,77,195,111766,6,2611,< 0.04,0.064,< 1,109,< 0.05,1,1,111,2,563,5.57,0.93,19.72,17.80,25886.54,604.41,25.29,24.64,130.16,> 1100,0.23,0.01,-82,0,72.1,78.81,19.31,109.9,< 0.03,0.28,5.71,0.07,0.26,0.27,,8000,13000,,,< 1,,,,,,,16,473,528,< 1,< 1,,12.76,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2586,-63.5114,407,21 15 31.6,63 30 41.6 ,Pilcomayo,904.1 msnm ,29-02-2012,06:50 Hs,1.45 m/s,942 m3/s,Febrero 2012, Unidad de Monitoreo y Centro de Datos,415,5.52,8.08,350,4280,4640,24.9,32.87,40.43,160.21,14.73,17.23,4.48,5.31,32.03,49.28,< 1,169,1,38,< 0.05,5,< 1,110,< 0.1,102,93,147818,< 1,3313,< 0.04,0.328,< 1,148,< 0.05,,,,,,8.64,1.17,25.70,23.83,34515.19,774.07,34.58,32.83,163.32,> 1100,0.23,0.08,-79,0,69.9,76.81,22.82,108,< 0.03,0.15,6.02,0.03,0.26,0.53,,17000,22000,,,,,,,,< 1,,24,304,508,,,,47.66,,,,,,,,,,,,,,1,0.1,145,< 1,< 1,< 1,699,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
